calweek,Cluster/Country/Region,SubCluster,brand,dc,TimeSeries_Key,Quantity,Ensemble_Predicted
202316,US,SC1,BRANDB,DC2,PRDCT6_CUSTF,,1857.9007627955602
202317,US,SC1,BRANDB,DC2,PRDCT6_CUSTF,,1857.6804621852402
202318,US,SC1,BRANDB,DC2,PRDCT6_CUSTF,,1849.1299926316742
202319,US,SC1,BRANDB,DC2,PRDCT6_CUSTF,,1838.7443748043888
202320,US,SC1,BRANDB,DC2,PRDCT6_CUSTF,,1836.413456287274
202321,US,SC1,BRANDB,DC2,PRDCT6_CUSTF,,1844.9358334370108
202322,US,SC1,BRANDB,DC2,PRDCT6_CUSTF,,1856.5085403230278
202323,US,SC1,BRANDB,DC2,PRDCT6_CUSTF,,1860.8617223759497
202324,US,SC1,BRANDB,DC2,PRDCT6_CUSTF,,1856.1348766149695
202325,US,SC1,BRANDB,DC2,PRDCT6_CUSTF,,1850.3025573814657
202326,US,SC1,BRANDB,DC2,PRDCT6_CUSTF,,1851.810823754378
202327,US,SC1,BRANDB,DC2,PRDCT6_CUSTF,,1860.2353340666727
202328,US,SC1,BRANDB,DC2,PRDCT6_CUSTF,,1867.1835951541866
202316,US,SC1,BRANDC,DC1,PRDCT7_CUSTA,,1251.9339122053993
202317,US,SC1,BRANDC,DC1,PRDCT7_CUSTA,,1242.6545035442837
202318,US,SC1,BRANDC,DC1,PRDCT7_CUSTA,,1242.7862136646108
202319,US,SC1,BRANDC,DC1,PRDCT7_CUSTA,,1250.069114374
202320,US,SC1,BRANDC,DC1,PRDCT7_CUSTA,,1256.7999810839392
202321,US,SC1,BRANDC,DC1,PRDCT7_CUSTA,,1257.3652075689383
202322,US,SC1,BRANDC,DC1,PRDCT7_CUSTA,,1253.609467669232
202323,US,SC1,BRANDC,DC1,PRDCT7_CUSTA,,1251.6955079283873
202324,US,SC1,BRANDC,DC1,PRDCT7_CUSTA,,1254.6451641282847
202325,US,SC1,BRANDC,DC1,PRDCT7_CUSTA,,1259.2644297985087
202326,US,SC1,BRANDC,DC1,PRDCT7_CUSTA,,1260.415023151892
202327,US,SC1,BRANDC,DC1,PRDCT7_CUSTA,,1257.1001999751074
202328,US,SC1,BRANDC,DC1,PRDCT7_CUSTA,,1253.465554400936
202316,US,SC1,BRANDC,DC1,PRDCT7_CUSTB,,1247.3261313078701
202317,US,SC1,BRANDC,DC1,PRDCT7_CUSTB,,1249.4199443557968
202318,US,SC1,BRANDC,DC1,PRDCT7_CUSTB,,1246.9087869187078
202319,US,SC1,BRANDC,DC1,PRDCT7_CUSTB,,1243.510909833955
202320,US,SC1,BRANDC,DC1,PRDCT7_CUSTB,,1244.054853225612
202321,US,SC1,BRANDC,DC1,PRDCT7_CUSTB,,1249.129351611111
202322,US,SC1,BRANDC,DC1,PRDCT7_CUSTB,,1254.7665698060255
202323,US,SC1,BRANDC,DC1,PRDCT7_CUSTB,,1256.998437929345
202324,US,SC1,BRANDC,DC1,PRDCT7_CUSTB,,1255.695480566103
202325,US,SC1,BRANDC,DC1,PRDCT7_CUSTB,,1253.7028750096424
202326,US,SC1,BRANDC,DC1,PRDCT7_CUSTB,,1253.181600585288
202327,US,SC1,BRANDC,DC1,PRDCT7_CUSTB,,1253.7721808692568
202328,US,SC1,BRANDC,DC1,PRDCT7_CUSTB,,1254.056029791025
202316,US,SC1,BRANDC,DC1,PRDCT7_CUSTC,,1249.3194612114362
202317,US,SC1,BRANDC,DC1,PRDCT7_CUSTC,,1251.655768007291
202318,US,SC1,BRANDC,DC1,PRDCT7_CUSTC,,1252.4254174584744
202319,US,SC1,BRANDC,DC1,PRDCT7_CUSTC,,1251.3038365506231
202320,US,SC1,BRANDC,DC1,PRDCT7_CUSTC,,1248.9047222545814
202321,US,SC1,BRANDC,DC1,PRDCT7_CUSTC,,1246.88283781634
202322,US,SC1,BRANDC,DC1,PRDCT7_CUSTC,,1247.0376232713422
202323,US,SC1,BRANDC,DC1,PRDCT7_CUSTC,,1249.7267537307303
202324,US,SC1,BRANDC,DC1,PRDCT7_CUSTC,,1252.9906441897913
202325,US,SC1,BRANDC,DC1,PRDCT7_CUSTC,,1253.9242576244687
202326,US,SC1,BRANDC,DC1,PRDCT7_CUSTC,,1251.5750408109875
202327,US,SC1,BRANDC,DC1,PRDCT7_CUSTC,,1248.3379490665602
202328,US,SC1,BRANDC,DC1,PRDCT7_CUSTC,,1247.7725261579694
202316,US,SC1,BRANDC,DC2,PRDCT7_CUSTD,,1249.026335591443
202317,US,SC1,BRANDC,DC2,PRDCT7_CUSTD,,1249.9026890815496
202318,US,SC1,BRANDC,DC2,PRDCT7_CUSTD,,1249.1564260592213
202319,US,SC1,BRANDC,DC2,PRDCT7_CUSTD,,1250.1821066798245
202320,US,SC1,BRANDC,DC2,PRDCT7_CUSTD,,1255.9411072594294
202321,US,SC1,BRANDC,DC2,PRDCT7_CUSTD,,1263.7793922352553
202322,US,SC1,BRANDC,DC2,PRDCT7_CUSTD,,1266.9548698654044
202323,US,SC1,BRANDC,DC2,PRDCT7_CUSTD,,1261.645456371479
202324,US,SC1,BRANDC,DC2,PRDCT7_CUSTD,,1251.4712778416365
202325,US,SC1,BRANDC,DC2,PRDCT7_CUSTD,,1244.1134370691811
202326,US,SC1,BRANDC,DC2,PRDCT7_CUSTD,,1243.7293461842828
202327,US,SC1,BRANDC,DC2,PRDCT7_CUSTD,,1247.6018422408788
202328,US,SC1,BRANDC,DC2,PRDCT7_CUSTD,,1250.2733198337346
202316,US,SC1,BRANDC,DC2,PRDCT7_CUSTE,,1248.1296316178655
202317,US,SC1,BRANDC,DC2,PRDCT7_CUSTE,,1250.8368942886223
202318,US,SC1,BRANDC,DC2,PRDCT7_CUSTE,,1256.5751753886789
202319,US,SC1,BRANDC,DC2,PRDCT7_CUSTE,,1258.1525887597654
202320,US,SC1,BRANDC,DC2,PRDCT7_CUSTE,,1251.22478476206
202321,US,SC1,BRANDC,DC2,PRDCT7_CUSTE,,1238.5827659492293
202322,US,SC1,BRANDC,DC2,PRDCT7_CUSTE,,1229.7575159602798
202323,US,SC1,BRANDC,DC2,PRDCT7_CUSTE,,1232.870543687035
202324,US,SC1,BRANDC,DC2,PRDCT7_CUSTE,,1246.1075789717647
202325,US,SC1,BRANDC,DC2,PRDCT7_CUSTE,,1258.215345216239
202326,US,SC1,BRANDC,DC2,PRDCT7_CUSTE,,1258.6328894189664
202327,US,SC1,BRANDC,DC2,PRDCT7_CUSTE,,1247.368132672211
202328,US,SC1,BRANDC,DC2,PRDCT7_CUSTE,,1234.497656184675
202316,US,SC1,BRANDC,DC2,PRDCT7_CUSTF,,1251.0305091763366
202317,US,SC1,BRANDC,DC2,PRDCT7_CUSTF,,1247.7404077075576
202318,US,SC1,BRANDC,DC2,PRDCT7_CUSTF,,1244.5764295741985
202319,US,SC1,BRANDC,DC2,PRDCT7_CUSTF,,1245.5069056738207
202320,US,SC1,BRANDC,DC2,PRDCT7_CUSTF,,1249.3813924968745
202321,US,SC1,BRANDC,DC2,PRDCT7_CUSTF,,1251.1297018007208
202322,US,SC1,BRANDC,DC2,PRDCT7_CUSTF,,1248.6304878559608
202323,US,SC1,BRANDC,DC2,PRDCT7_CUSTF,,1246.1407550830359
202324,US,SC1,BRANDC,DC2,PRDCT7_CUSTF,,1249.071052226639
202325,US,SC1,BRANDC,DC2,PRDCT7_CUSTF,,1256.4508385001564
202326,US,SC1,BRANDC,DC2,PRDCT7_CUSTF,,1261.1671993257341
202327,US,SC1,BRANDC,DC2,PRDCT7_CUSTF,,1258.42810688997
202328,US,SC1,BRANDC,DC2,PRDCT7_CUSTF,,1251.9906511376726
202316,US,SC1,BRANDC,DC1,PRDCT8_CUSTA,,1604.1641671557334
202317,US,SC1,BRANDC,DC1,PRDCT8_CUSTA,,1609.19600710259
202318,US,SC1,BRANDC,DC1,PRDCT8_CUSTA,,1618.9694970532778
202319,US,SC1,BRANDC,DC1,PRDCT8_CUSTA,,1626.3846291722607
202320,US,SC1,BRANDC,DC1,PRDCT8_CUSTA,,1626.2384563239661
202321,US,SC1,BRANDC,DC1,PRDCT8_CUSTA,,1619.02288290434
202322,US,SC1,BRANDC,DC1,PRDCT8_CUSTA,,1609.9905218341544
202323,US,SC1,BRANDC,DC1,PRDCT8_CUSTA,,1604.4759384765312
202324,US,SC1,BRANDC,DC1,PRDCT8_CUSTA,,1603.9424298517129
202325,US,SC1,BRANDC,DC1,PRDCT8_CUSTA,,1605.9756788640184
202326,US,SC1,BRANDC,DC1,PRDCT8_CUSTA,,1607.3848213727929
202327,US,SC1,BRANDC,DC1,PRDCT8_CUSTA,,1606.9473236384129
202328,US,SC1,BRANDC,DC1,PRDCT8_CUSTA,,1605.4508514313716
202316,US,SC1,BRANDC,DC1,PRDCT8_CUSTB,,1602.6132118393261
202317,US,SC1,BRANDC,DC1,PRDCT8_CUSTB,,1602.8427405710072
202318,US,SC1,BRANDC,DC1,PRDCT8_CUSTB,,1600.0364515007916
202319,US,SC1,BRANDC,DC1,PRDCT8_CUSTB,,1595.5800248782753
202320,US,SC1,BRANDC,DC1,PRDCT8_CUSTB,,1593.2308566578965
202321,US,SC1,BRANDC,DC1,PRDCT8_CUSTB,,1594.0246011105908
202322,US,SC1,BRANDC,DC1,PRDCT8_CUSTB,,1595.0653281652217
202323,US,SC1,BRANDC,DC1,PRDCT8_CUSTB,,1593.5064281272676
202324,US,SC1,BRANDC,DC1,PRDCT8_CUSTB,,1590.8051914504972
202325,US,SC1,BRANDC,DC1,PRDCT8_CUSTB,,1591.5693679107728
202326,US,SC1,BRANDC,DC1,PRDCT8_CUSTB,,1597.8104254078585
202327,US,SC1,BRANDC,DC1,PRDCT8_CUSTB,,1605.4641378445187
202328,US,SC1,BRANDC,DC1,PRDCT8_CUSTB,,1607.959195764815
202316,US,SC1,BRANDC,DC1,PRDCT8_CUSTC,,1599.2975554837199
202317,US,SC1,BRANDC,DC1,PRDCT8_CUSTC,,1602.2794886978504
202318,US,SC1,BRANDC,DC1,PRDCT8_CUSTC,,1600.5616399394708
202319,US,SC1,BRANDC,DC1,PRDCT8_CUSTC,,1597.9479608171278
202320,US,SC1,BRANDC,DC1,PRDCT8_CUSTC,,1598.791404839526
202321,US,SC1,BRANDC,DC1,PRDCT8_CUSTC,,1602.6717005082437
202322,US,SC1,BRANDC,DC1,PRDCT8_CUSTC,,1605.807518099217
202323,US,SC1,BRANDC,DC1,PRDCT8_CUSTC,,1606.2702715747187
202324,US,SC1,BRANDC,DC1,PRDCT8_CUSTC,,1605.7477826680047
202325,US,SC1,BRANDC,DC1,PRDCT8_CUSTC,,1606.047470062697
202326,US,SC1,BRANDC,DC1,PRDCT8_CUSTC,,1605.819344847017
202327,US,SC1,BRANDC,DC1,PRDCT8_CUSTC,,1602.319360599065
202328,US,SC1,BRANDC,DC1,PRDCT8_CUSTC,,1595.7665091557385
202316,US,SC1,BRANDC,DC2,PRDCT8_CUSTD,,1611.6839392458128
202317,US,SC1,BRANDC,DC2,PRDCT8_CUSTD,,1606.691883727516
202318,US,SC1,BRANDC,DC2,PRDCT8_CUSTD,,1603.2229916625627
202319,US,SC1,BRANDC,DC2,PRDCT8_CUSTD,,1600.957497443999
202320,US,SC1,BRANDC,DC2,PRDCT8_CUSTD,,1597.2718381070104
202321,US,SC1,BRANDC,DC2,PRDCT8_CUSTD,,1592.7836931338006
202322,US,SC1,BRANDC,DC2,PRDCT8_CUSTD,,1591.45706920585
202323,US,SC1,BRANDC,DC2,PRDCT8_CUSTD,,1595.7558170043794
202324,US,SC1,BRANDC,DC2,PRDCT8_CUSTD,,1602.6156864299178
202325,US,SC1,BRANDC,DC2,PRDCT8_CUSTD,,1605.7533185328214
202326,US,SC1,BRANDC,DC2,PRDCT8_CUSTD,,1602.342894250496
202327,US,SC1,BRANDC,DC2,PRDCT8_CUSTD,,1596.399590218225
202328,US,SC1,BRANDC,DC2,PRDCT8_CUSTD,,1594.6166590010905
202316,US,SC1,BRANDC,DC2,PRDCT8_CUSTE,,1594.0404412529788
202317,US,SC1,BRANDC,DC2,PRDCT8_CUSTE,,1596.5925049258908
202318,US,SC1,BRANDC,DC2,PRDCT8_CUSTE,,1599.2736947191165
202319,US,SC1,BRANDC,DC2,PRDCT8_CUSTE,,1598.793308545391
202320,US,SC1,BRANDC,DC2,PRDCT8_CUSTE,,1595.232315448608
202321,US,SC1,BRANDC,DC2,PRDCT8_CUSTE,,1593.1720911702184
202322,US,SC1,BRANDC,DC2,PRDCT8_CUSTE,,1596.6962021955383
202323,US,SC1,BRANDC,DC2,PRDCT8_CUSTE,,1604.5784632867749
202324,US,SC1,BRANDC,DC2,PRDCT8_CUSTE,,1611.159828086987
202325,US,SC1,BRANDC,DC2,PRDCT8_CUSTE,,1612.0644448367925
202326,US,SC1,BRANDC,DC2,PRDCT8_CUSTE,,1608.5486761714933
202327,US,SC1,BRANDC,DC2,PRDCT8_CUSTE,,1605.8621947480062
202328,US,SC1,BRANDC,DC2,PRDCT8_CUSTE,,1607.5772787307205
202316,US,SC1,BRANDC,DC2,PRDCT8_CUSTF,,1609.8491495241808
202317,US,SC1,BRANDC,DC2,PRDCT8_CUSTF,,1609.5557026677725
202318,US,SC1,BRANDC,DC2,PRDCT8_CUSTF,,1605.8607936679352
202319,US,SC1,BRANDC,DC2,PRDCT8_CUSTF,,1605.2817523116537
202320,US,SC1,BRANDC,DC2,PRDCT8_CUSTF,,1608.2956499574327
202321,US,SC1,BRANDC,DC2,PRDCT8_CUSTF,,1612.127652186287
202322,US,SC1,BRANDC,DC2,PRDCT8_CUSTF,,1612.6820945584054
202323,US,SC1,BRANDC,DC2,PRDCT8_CUSTF,,1607.973535487375
202324,US,SC1,BRANDC,DC2,PRDCT8_CUSTF,,1600.105486012724
202325,US,SC1,BRANDC,DC2,PRDCT8_CUSTF,,1594.0734191401834
202326,US,SC1,BRANDC,DC2,PRDCT8_CUSTF,,1593.9015137868846
202327,US,SC1,BRANDC,DC2,PRDCT8_CUSTF,,1599.1222194460765
202328,US,SC1,BRANDC,DC2,PRDCT8_CUSTF,,1604.9077772994456
202316,US,SC1,BRANDC,DC1,PRDCT9_CUSTA,,199.79264773581505
202317,US,SC1,BRANDC,DC1,PRDCT9_CUSTA,,199.0395704517321
202318,US,SC1,BRANDC,DC1,PRDCT9_CUSTA,,197.30461343919234
202319,US,SC1,BRANDC,DC1,PRDCT9_CUSTA,,197.4988816851323
202320,US,SC1,BRANDC,DC1,PRDCT9_CUSTA,,200.03460010159682
202321,US,SC1,BRANDC,DC1,PRDCT9_CUSTA,,202.1871007963683
202322,US,SC1,BRANDC,DC1,PRDCT9_CUSTA,,201.4267868182056
202323,US,SC1,BRANDC,DC1,PRDCT9_CUSTA,,198.60054350458188
202324,US,SC1,BRANDC,DC1,PRDCT9_CUSTA,,196.9395910862356
202325,US,SC1,BRANDC,DC1,PRDCT9_CUSTA,,198.11577974429412
202326,US,SC1,BRANDC,DC1,PRDCT9_CUSTA,,200.24730981450483
202327,US,SC1,BRANDC,DC1,PRDCT9_CUSTA,,200.25840756968654
202328,US,SC1,BRANDC,DC1,PRDCT9_CUSTA,,197.5743853633163
202316,US,SC1,BRANDC,DC1,PRDCT9_CUSTB,,206.03928840111064
202317,US,SC1,BRANDC,DC1,PRDCT9_CUSTB,,204.76383813561853
202318,US,SC1,BRANDC,DC1,PRDCT9_CUSTB,,202.63110968483008
202319,US,SC1,BRANDC,DC1,PRDCT9_CUSTB,,200.2594017565092
202320,US,SC1,BRANDC,DC1,PRDCT9_CUSTB,,198.96067340104065
202321,US,SC1,BRANDC,DC1,PRDCT9_CUSTB,,199.40161419244816
202322,US,SC1,BRANDC,DC1,PRDCT9_CUSTB,,201.39360313788117
202323,US,SC1,BRANDC,DC1,PRDCT9_CUSTB,,204.12015893807012
202324,US,SC1,BRANDC,DC1,PRDCT9_CUSTB,,206.45076919355847
202325,US,SC1,BRANDC,DC1,PRDCT9_CUSTB,,207.4073109910357
202326,US,SC1,BRANDC,DC1,PRDCT9_CUSTB,,206.7834938816542
202327,US,SC1,BRANDC,DC1,PRDCT9_CUSTB,,205.43234969260573
202328,US,SC1,BRANDC,DC1,PRDCT9_CUSTB,,204.71265464140797
202316,US,SC1,BRANDC,DC1,PRDCT9_CUSTC,,199.67721425282187
202317,US,SC1,BRANDC,DC1,PRDCT9_CUSTC,,199.4454239453234
202318,US,SC1,BRANDC,DC1,PRDCT9_CUSTC,,199.0779262309377
202319,US,SC1,BRANDC,DC1,PRDCT9_CUSTC,,199.07638335589394
202320,US,SC1,BRANDC,DC1,PRDCT9_CUSTC,,199.4802862046794
202321,US,SC1,BRANDC,DC1,PRDCT9_CUSTC,,200.17774917205622
202322,US,SC1,BRANDC,DC1,PRDCT9_CUSTC,,200.9738510374513
202323,US,SC1,BRANDC,DC1,PRDCT9_CUSTC,,201.80487495338642
202324,US,SC1,BRANDC,DC1,PRDCT9_CUSTC,,202.77449913411783
202325,US,SC1,BRANDC,DC1,PRDCT9_CUSTC,,203.85496795111055
202326,US,SC1,BRANDC,DC1,PRDCT9_CUSTC,,204.5919391189727
202327,US,SC1,BRANDC,DC1,PRDCT9_CUSTC,,204.33854611859567
202328,US,SC1,BRANDC,DC1,PRDCT9_CUSTC,,202.9877311938351
202316,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,,203.67242945384749
202317,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,,201.83082814534467
202318,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,,198.9796441580947
202319,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,,198.3320161481978
202320,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,,201.3603201400651
202321,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,,205.95556077475203
202322,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,,208.08682004812306
202323,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,,205.74015145426068
202324,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,,201.07439738292015
202325,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,,198.4195971273214
202326,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,,200.11542759335606
202327,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,,204.426783775005
202328,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,,207.47696288829854
202316,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,,203.8483818622357
202317,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,,202.27263594372792
202318,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,,200.8695878438
202319,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,,201.49260444136226
202320,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,,202.9271969416937
202321,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,,203.06561638326957
202322,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,,201.5070481872883
202323,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,,199.8698678814208
202324,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,,199.57911366934587
202325,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,,200.20833970131193
202326,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,,200.4930021100462
202327,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,,200.36915609487647
202328,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,,200.9969419770727
202316,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,,201.1115635128357
202317,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,,204.09784916606412
202318,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,,206.6598118679901
202319,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,,205.37082337906565
202320,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,,200.68078759837363
202321,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,,196.60908254428526
202322,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,,196.8558511633449
202323,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,,201.18372329110372
202324,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,,205.75599193454394
202325,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,,206.86257911977592
202326,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,,204.1537721452313
202327,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,,200.44823813957944
202328,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,,198.8453918264209
202316,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,,1251.7712454477723
202317,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,,1252.6226359900393
202318,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,,1253.6243572611434
202319,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,,1253.5140167550135
202320,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,,1250.1576311574731
202321,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,,1244.8868993127653
202322,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,,1242.2699469517186
202323,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,,1245.206672720783
202324,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,,1250.7129152051589
202325,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,,1252.2810479143895
202326,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,,1247.222369095468
202327,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,,1240.5568298576586
202328,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,,1239.9948880590264
202316,US,SC2,BRANDA,DC3,PRDCT1_CUSTL,,1261.2452545070137
202317,US,SC2,BRANDA,DC3,PRDCT1_CUSTL,,1263.1314416988803
202318,US,SC2,BRANDA,DC3,PRDCT1_CUSTL,,1259.5927295658253
202319,US,SC2,BRANDA,DC3,PRDCT1_CUSTL,,1256.0063121626463
202320,US,SC2,BRANDA,DC3,PRDCT1_CUSTL,,1255.804485782934
202321,US,SC2,BRANDA,DC3,PRDCT1_CUSTL,,1257.616336423794
202322,US,SC2,BRANDA,DC3,PRDCT1_CUSTL,,1256.4796514291882
202323,US,SC2,BRANDA,DC3,PRDCT1_CUSTL,,1249.7631202247537
202324,US,SC2,BRANDA,DC3,PRDCT1_CUSTL,,1241.1263106318152
202325,US,SC2,BRANDA,DC3,PRDCT1_CUSTL,,1237.6134937016368
202326,US,SC2,BRANDA,DC3,PRDCT1_CUSTL,,1242.573312551141
202327,US,SC2,BRANDA,DC3,PRDCT1_CUSTL,,1252.0344032641738
202328,US,SC2,BRANDA,DC3,PRDCT1_CUSTL,,1258.5829977053795
202316,US,SC2,BRANDA,DC3,PRDCT1_CUSTM,,1246.0739373933056
202317,US,SC2,BRANDA,DC3,PRDCT1_CUSTM,,1243.4427259711224
202318,US,SC2,BRANDA,DC3,PRDCT1_CUSTM,,1242.7887943597386
202319,US,SC2,BRANDA,DC3,PRDCT1_CUSTM,,1244.900449460437
202320,US,SC2,BRANDA,DC3,PRDCT1_CUSTM,,1246.7848799058274
202321,US,SC2,BRANDA,DC3,PRDCT1_CUSTM,,1246.8049899583875
202322,US,SC2,BRANDA,DC3,PRDCT1_CUSTM,,1246.1658416764562
202323,US,SC2,BRANDA,DC3,PRDCT1_CUSTM,,1247.0993879309385
202324,US,SC2,BRANDA,DC3,PRDCT1_CUSTM,,1249.6967250934417
202325,US,SC2,BRANDA,DC3,PRDCT1_CUSTM,,1251.1863038727622
202326,US,SC2,BRANDA,DC3,PRDCT1_CUSTM,,1248.812398036107
202327,US,SC2,BRANDA,DC3,PRDCT1_CUSTM,,1243.2763040322357
202328,US,SC2,BRANDA,DC3,PRDCT1_CUSTM,,1238.7609180174209
202316,US,SC2,BRANDA,DC4,PRDCT1_CUSTX,,1245.4149114698575
202317,US,SC2,BRANDA,DC4,PRDCT1_CUSTX,,1245.7204448324144
202318,US,SC2,BRANDA,DC4,PRDCT1_CUSTX,,1248.1674310260464
202319,US,SC2,BRANDA,DC4,PRDCT1_CUSTX,,1250.775394048524
202320,US,SC2,BRANDA,DC4,PRDCT1_CUSTX,,1250.7106824656435
202321,US,SC2,BRANDA,DC4,PRDCT1_CUSTX,,1247.9022003118448
202322,US,SC2,BRANDA,DC4,PRDCT1_CUSTX,,1245.340092781016
202323,US,SC2,BRANDA,DC4,PRDCT1_CUSTX,,1245.068471564181
202324,US,SC2,BRANDA,DC4,PRDCT1_CUSTX,,1245.1173595931705
202325,US,SC2,BRANDA,DC4,PRDCT1_CUSTX,,1241.9209913342997
202326,US,SC2,BRANDA,DC4,PRDCT1_CUSTX,,1235.6457792715842
202327,US,SC2,BRANDA,DC4,PRDCT1_CUSTX,,1231.4448453240666
202328,US,SC2,BRANDA,DC4,PRDCT1_CUSTX,,1234.196100165735
202316,US,SC2,BRANDA,DC4,PRDCT1_CUSTY,,1247.261037433288
202317,US,SC2,BRANDA,DC4,PRDCT1_CUSTY,,1243.797690504412
202318,US,SC2,BRANDA,DC4,PRDCT1_CUSTY,,1240.6119625421206
202319,US,SC2,BRANDA,DC4,PRDCT1_CUSTY,,1239.0736598622693
202320,US,SC2,BRANDA,DC4,PRDCT1_CUSTY,,1241.7534671721378
202321,US,SC2,BRANDA,DC4,PRDCT1_CUSTY,,1247.402455737852
202322,US,SC2,BRANDA,DC4,PRDCT1_CUSTY,,1251.3957717262556
202323,US,SC2,BRANDA,DC4,PRDCT1_CUSTY,,1250.0584823367667
202324,US,SC2,BRANDA,DC4,PRDCT1_CUSTY,,1244.2347350169648
202325,US,SC2,BRANDA,DC4,PRDCT1_CUSTY,,1238.078219462554
202326,US,SC2,BRANDA,DC4,PRDCT1_CUSTY,,1234.778173681193
202327,US,SC2,BRANDA,DC4,PRDCT1_CUSTY,,1234.4061871115168
202328,US,SC2,BRANDA,DC4,PRDCT1_CUSTY,,1235.8971901509512
202316,US,SC2,BRANDA,DC4,PRDCT1_CUSTZ,,1247.8159159622762
202317,US,SC2,BRANDA,DC4,PRDCT1_CUSTZ,,1252.191716775354
202318,US,SC2,BRANDA,DC4,PRDCT1_CUSTZ,,1257.6151703657847
202319,US,SC2,BRANDA,DC4,PRDCT1_CUSTZ,,1260.7632507759236
202320,US,SC2,BRANDA,DC4,PRDCT1_CUSTZ,,1258.133464147726
202321,US,SC2,BRANDA,DC4,PRDCT1_CUSTZ,,1250.9607533559883
202322,US,SC2,BRANDA,DC4,PRDCT1_CUSTZ,,1243.9112708600755
202323,US,SC2,BRANDA,DC4,PRDCT1_CUSTZ,,1241.1630225616273
202324,US,SC2,BRANDA,DC4,PRDCT1_CUSTZ,,1243.0429801375112
202325,US,SC2,BRANDA,DC4,PRDCT1_CUSTZ,,1246.3071656528668
202326,US,SC2,BRANDA,DC4,PRDCT1_CUSTZ,,1247.568452855463
202327,US,SC2,BRANDA,DC4,PRDCT1_CUSTZ,,1246.33832143682
202328,US,SC2,BRANDA,DC4,PRDCT1_CUSTZ,,1244.7428636663212
202316,US,SC2,BRANDA,DC3,PRDCT2_CUSTK,,1606.3288789533308
202317,US,SC2,BRANDA,DC3,PRDCT2_CUSTK,,1604.8822092071455
202318,US,SC2,BRANDA,DC3,PRDCT2_CUSTK,,1602.5755913884052
202319,US,SC2,BRANDA,DC3,PRDCT2_CUSTK,,1598.4704611729017
202320,US,SC2,BRANDA,DC3,PRDCT2_CUSTK,,1597.8294976198863
202321,US,SC2,BRANDA,DC3,PRDCT2_CUSTK,,1601.5085695910675
202322,US,SC2,BRANDA,DC3,PRDCT2_CUSTK,,1604.793654298208
202323,US,SC2,BRANDA,DC3,PRDCT2_CUSTK,,1603.1659065988883
202324,US,SC2,BRANDA,DC3,PRDCT2_CUSTK,,1597.9868874002627
202325,US,SC2,BRANDA,DC3,PRDCT2_CUSTK,,1595.0136879539807
